Date,Open,High,Low,Close,Volume,Name,Symbol
1992-11-23,1455.0,1455.0,1455.0,1455.0,0,S&P ASX 200, ^AXJO
1992-11-24,1458.4000244140625,1458.4000244140625,1458.4000244140625,1458.4000244140625,0,S&P ASX 200, ^AXJO
1992-11-25,1467.9000244140625,1467.9000244140625,1467.9000244140625,1467.9000244140625,0,S&P ASX 200, ^AXJO
1992-11-26,1459.0,1459.0,1459.0,1459.0,0,S&P ASX 200, ^AXJO
1992-11-27,1458.9000244140625,1458.9000244140625,1458.9000244140625,1458.9000244140625,0,S&P ASX 200, ^AXJO
1992-11-30,1456.4000244140625,1456.4000244140625,1456.4000244140625,1456.4000244140625,0,S&P ASX 200, ^AXJO
1992-12-01,1452.300048828125,1452.300048828125,1452.300048828125,1452.300048828125,0,S&P ASX 200, ^AXJO
1992-12-02,1446.800048828125,1446.800048828125,1446.800048828125,1446.800048828125,0,S&P ASX 200, ^AXJO
1992-12-03,1442.0999755859375,1442.0999755859375,1442.0999755859375,1442.0999755859375,0,S&P ASX 200, ^AXJO
1992-12-04,1443.199951171875,1443.199951171875,1443.199951171875,1443.199951171875,0,S&P ASX 200, ^AXJO
1992-12-07,1454.300048828125,1454.300048828125,1454.300048828125,1454.300048828125,0,S&P ASX 200, ^AXJO
1992-12-08,1480.300048828125,1480.300048828125,1480.300048828125,1480.300048828125,0,S&P ASX 200, ^AXJO
1992-12-09,1494.9000244140625,1494.9000244140625,1494.9000244140625,1494.9000244140625,0,S&P ASX 200, ^AXJO
1992-12-10,1515.0999755859375,1515.0999755859375,1515.0999755859375,1515.0999755859375,0,S&P ASX 200, ^AXJO
1992-12-11,1513.300048828125,1513.300048828125,1513.300048828125,1513.300048828125,0,S&P ASX 200, ^AXJO
1992-12-14,1525.9000244140625,1525.9000244140625,1525.9000244140625,1525.9000244140625,0,S&P ASX 200, ^AXJO
1992-12-15,1522.300048828125,1522.300048828125,1522.300048828125,1522.300048828125,0,S&P ASX 200, ^AXJO
1992-12-16,1508.5,1508.5,1508.5,1508.5,0,S&P ASX 200, ^AXJO
1992-12-17,1512.0,1512.0,1512.0,1512.0,0,S&P ASX 200, ^AXJO
1992-12-18,1529.4000244140625,1529.4000244140625,1529.4000244140625,1529.4000244140625,0,S&P ASX 200, ^AXJO
1992-12-21,1551.699951171875,1551.699951171875,1551.699951171875,1551.699951171875,0,S&P ASX 200, ^AXJO
1992-12-22,1543.5,1543.5,1543.5,1543.5,0,S&P ASX 200, ^AXJO
1992-12-23,1536.4000244140625,1536.4000244140625,1536.4000244140625,1536.4000244140625,0,S&P ASX 200, ^AXJO
1992-12-24,1547.5999755859375,1547.5999755859375,1547.5999755859375,1547.5999755859375,0,S&P ASX 200, ^AXJO
1992-12-29,1553.5,1553.5,1553.5,1553.5,0,S&P ASX 200, ^AXJO
1992-12-30,1552.300048828125,1552.300048828125,1552.300048828125,1552.300048828125,0,S&P ASX 200, ^AXJO
1992-12-31,1564.699951171875,1564.699951171875,1564.699951171875,1564.699951171875,0,S&P ASX 200, ^AXJO
1993-01-04,1576.0999755859375,1576.0999755859375,1576.0999755859375,1576.0999755859375,0,S&P ASX 200, ^AXJO
1993-01-05,1579.9000244140625,1579.9000244140625,1579.9000244140625,1579.9000244140625,0,S&P ASX 200, ^AXJO
1993-01-06,1554.800048828125,1554.800048828125,1554.800048828125,1554.800048828125,0,S&P ASX 200, ^AXJO
1993-01-07,1542.0999755859375,1542.0999755859375,1542.0999755859375,1542.0999755859375,0,S&P ASX 200, ^AXJO
1993-01-08,1510.4000244140625,1510.4000244140625,1510.4000244140625,1510.4000244140625,0,S&P ASX 200, ^AXJO
1993-01-11,1523.5999755859375,1523.5999755859375,1523.5999755859375,1523.5999755859375,0,S&P ASX 200, ^AXJO
1993-01-12,1517.9000244140625,1517.9000244140625,1517.9000244140625,1517.9000244140625,0,S&P ASX 200, ^AXJO
1993-01-13,1502.199951171875,1502.199951171875,1502.199951171875,1502.199951171875,0,S&P ASX 200, ^AXJO
1993-01-14,1515.4000244140625,1515.4000244140625,1515.4000244140625,1515.4000244140625,0,S&P ASX 200, ^AXJO
1993-01-15,1534.0999755859375,1534.0999755859375,1534.0999755859375,1534.0999755859375,0,S&P ASX 200, ^AXJO
1993-01-18,1538.300048828125,1538.300048828125,1538.300048828125,1538.300048828125,0,S&P ASX 200, ^AXJO
1993-01-19,1527.5999755859375,1527.5999755859375,1527.5999755859375,1527.5999755859375,0,S&P ASX 200, ^AXJO
1993-01-20,1530.9000244140625,1530.9000244140625,1530.9000244140625,1530.9000244140625,0,S&P ASX 200, ^AXJO
1993-01-21,1528.4000244140625,1528.4000244140625,1528.4000244140625,1528.4000244140625,0,S&P ASX 200, ^AXJO
1993-01-22,1533.0,1533.0,1533.0,1533.0,0,S&P ASX 200, ^AXJO
1993-01-25,1532.800048828125,1532.800048828125,1532.800048828125,1532.800048828125,0,S&P ASX 200, ^AXJO
1993-01-26,1539.0999755859375,1539.0999755859375,1539.0999755859375,1539.0999755859375,0,S&P ASX 200, ^AXJO
1993-01-27,1544.4000244140625,1544.4000244140625,1544.4000244140625,1544.4000244140625,0,S&P ASX 200, ^AXJO
1993-01-28,1536.0999755859375,1536.0999755859375,1536.0999755859375,1536.0999755859375,0,S&P ASX 200, ^AXJO
1993-01-29,1536.5,1536.5,1536.5,1536.5,0,S&P ASX 200, ^AXJO
1993-02-01,1538.300048828125,1538.300048828125,1538.300048828125,1538.300048828125,0,S&P ASX 200, ^AXJO
1993-02-02,1538.300048828125,1538.300048828125,1538.300048828125,1538.300048828125,0,S&P ASX 200, ^AXJO
1993-02-03,1538.5,1538.5,1538.5,1538.5,0,S&P ASX 200, ^AXJO
1993-02-04,1540.0,1540.0,1540.0,1540.0,0,S&P ASX 200, ^AXJO
1993-02-05,1552.5,1552.5,1552.5,1552.5,0,S&P ASX 200, ^AXJO
1993-02-08,1568.5,1568.5,1568.5,1568.5,0,S&P ASX 200, ^AXJO
1993-02-09,1595.0999755859375,1595.0999755859375,1595.0999755859375,1595.0999755859375,0,S&P ASX 200, ^AXJO
1993-02-10,1602.0,1602.0,1602.0,1602.0,0,S&P ASX 200, ^AXJO
1993-02-11,1610.0999755859375,1610.0999755859375,1610.0999755859375,1610.0999755859375,0,S&P ASX 200, ^AXJO
1993-02-12,1614.300048828125,1614.300048828125,1614.300048828125,1614.300048828125,0,S&P ASX 200, ^AXJO
1993-02-15,1607.199951171875,1607.199951171875,1607.199951171875,1607.199951171875,0,S&P ASX 200, ^AXJO
1993-02-16,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,0,S&P ASX 200, ^AXJO
1993-02-17,1612.800048828125,1612.800048828125,1612.800048828125,1612.800048828125,0,S&P ASX 200, ^AXJO
1993-02-18,1618.4000244140625,1618.4000244140625,1618.4000244140625,1618.4000244140625,0,S&P ASX 200, ^AXJO
1993-02-19,1604.300048828125,1604.300048828125,1604.300048828125,1604.300048828125,0,S&P ASX 200, ^AXJO
1993-02-22,1615.699951171875,1615.699951171875,1615.699951171875,1615.699951171875,0,S&P ASX 200, ^AXJO
1993-02-23,1619.5,1619.5,1619.5,1619.5,0,S&P ASX 200, ^AXJO
1993-02-24,1615.199951171875,1615.199951171875,1615.199951171875,1615.199951171875,0,S&P ASX 200, ^AXJO
1993-02-25,1617.0,1617.0,1617.0,1617.0,0,S&P ASX 200, ^AXJO
1993-02-26,1620.199951171875,1620.199951171875,1620.199951171875,1620.199951171875,0,S&P ASX 200, ^AXJO
1993-03-01,1652.800048828125,1652.800048828125,1652.800048828125,1652.800048828125,0,S&P ASX 200, ^AXJO
1993-03-02,1658.0,1658.0,1658.0,1658.0,0,S&P ASX 200, ^AXJO
1993-03-03,1637.300048828125,1637.300048828125,1637.300048828125,1637.300048828125,0,S&P ASX 200, ^AXJO
1993-03-04,1633.9000244140625,1633.9000244140625,1633.9000244140625,1633.9000244140625,0,S&P ASX 200, ^AXJO
1993-03-05,1623.5999755859375,1623.5999755859375,1623.5999755859375,1623.5999755859375,0,S&P ASX 200, ^AXJO
1993-03-08,1626.5,1626.5,1626.5,1626.5,0,S&P ASX 200, ^AXJO
1993-03-09,1644.0999755859375,1644.0999755859375,1644.0999755859375,1644.0999755859375,0,S&P ASX 200, ^AXJO
1993-03-10,1658.5999755859375,1658.5999755859375,1658.5999755859375,1658.5999755859375,0,S&P ASX 200, ^AXJO
1993-03-11,1672.800048828125,1672.800048828125,1672.800048828125,1672.800048828125,0,S&P ASX 200, ^AXJO
1993-03-12,1671.9000244140625,1671.9000244140625,1671.9000244140625,1671.9000244140625,0,S&P ASX 200, ^AXJO
1993-03-15,1635.300048828125,1635.300048828125,1635.300048828125,1635.300048828125,0,S&P ASX 200, ^AXJO
1993-03-16,1669.199951171875,1669.199951171875,1669.199951171875,1669.199951171875,0,S&P ASX 200, ^AXJO
1993-03-17,1687.0999755859375,1687.0999755859375,1687.0999755859375,1687.0999755859375,0,S&P ASX 200, ^AXJO
1993-03-18,1681.5999755859375,1681.5999755859375,1681.5999755859375,1681.5999755859375,0,S&P ASX 200, ^AXJO
1993-03-19,1689.699951171875,1689.699951171875,1689.699951171875,1689.699951171875,0,S&P ASX 200, ^AXJO
1993-03-22,1674.9000244140625,1674.9000244140625,1674.9000244140625,1674.9000244140625,0,S&P ASX 200, ^AXJO
1993-03-23,1670.0,1670.0,1670.0,1670.0,0,S&P ASX 200, ^AXJO
1993-03-24,1673.699951171875,1673.699951171875,1673.699951171875,1673.699951171875,0,S&P ASX 200, ^AXJO
1993-03-25,1670.699951171875,1670.699951171875,1670.699951171875,1670.699951171875,0,S&P ASX 200, ^AXJO
1993-03-26,1685.5999755859375,1685.5999755859375,1685.5999755859375,1685.5999755859375,0,S&P ASX 200, ^AXJO
1993-03-29,1686.300048828125,1686.300048828125,1686.300048828125,1686.300048828125,0,S&P ASX 200, ^AXJO
1993-03-30,1687.199951171875,1687.199951171875,1687.199951171875,1687.199951171875,0,S&P ASX 200, ^AXJO
1993-03-31,1674.5,1674.5,1674.5,1674.5,0,S&P ASX 200, ^AXJO
1993-04-01,1676.4000244140625,1676.4000244140625,1676.4000244140625,1676.4000244140625,0,S&P ASX 200, ^AXJO
1993-04-02,1692.300048828125,1692.300048828125,1692.300048828125,1692.300048828125,0,S&P ASX 200, ^AXJO
1993-04-05,1678.699951171875,1678.699951171875,1678.699951171875,1678.699951171875,0,S&P ASX 200, ^AXJO
1993-04-06,1665.9000244140625,1665.9000244140625,1665.9000244140625,1665.9000244140625,0,S&P ASX 200, ^AXJO
1993-04-07,1662.0,1662.0,1662.0,1662.0,0,S&P ASX 200, ^AXJO
1993-04-08,1674.300048828125,1674.300048828125,1674.300048828125,1674.300048828125,0,S&P ASX 200, ^AXJO
1993-04-13,1699.199951171875,1699.199951171875,1699.199951171875,1699.199951171875,0,S&P ASX 200, ^AXJO
1993-04-14,1714.699951171875,1714.699951171875,1714.699951171875,1714.699951171875,0,S&P ASX 200, ^AXJO
1993-04-15,1713.4000244140625,1713.4000244140625,1713.4000244140625,1713.4000244140625,0,S&P ASX 200, ^AXJO
1993-04-16,1713.4000244140625,1713.4000244140625,1713.4000244140625,1713.4000244140625,0,S&P ASX 200, ^AXJO
1993-04-19,1705.5,1705.5,1705.5,1705.5,0,S&P ASX 200, ^AXJO
1993-04-20,1712.699951171875,1712.699951171875,1712.699951171875,1712.699951171875,0,S&P ASX 200, ^AXJO
1993-04-21,1702.4000244140625,1702.4000244140625,1702.4000244140625,1702.4000244140625,0,S&P ASX 200, ^AXJO
1993-04-22,1714.4000244140625,1714.4000244140625,1714.4000244140625,1714.4000244140625,0,S&P ASX 200, ^AXJO
1993-04-23,1710.9000244140625,1710.9000244140625,1710.9000244140625,1710.9000244140625,0,S&P ASX 200, ^AXJO
1993-04-26,1716.0,1716.0,1716.0,1716.0,0,S&P ASX 200, ^AXJO
1993-04-27,1709.0999755859375,1709.0999755859375,1709.0999755859375,1709.0999755859375,0,S&P ASX 200, ^AXJO
1993-04-28,1709.199951171875,1709.199951171875,1709.199951171875,1709.199951171875,0,S&P ASX 200, ^AXJO
1993-04-29,1684.0,1684.0,1684.0,1684.0,0,S&P ASX 200, ^AXJO
1993-04-30,1685.199951171875,1685.199951171875,1685.199951171875,1685.199951171875,0,S&P ASX 200, ^AXJO
1993-05-03,1668.699951171875,1668.699951171875,1668.699951171875,1668.699951171875,0,S&P ASX 200, ^AXJO
1993-05-04,1668.0999755859375,1668.0999755859375,1668.0999755859375,1668.0999755859375,0,S&P ASX 200, ^AXJO
1993-05-05,1678.5,1678.5,1678.5,1678.5,0,S&P ASX 200, ^AXJO
1993-05-06,1696.0,1696.0,1696.0,1696.0,0,S&P ASX 200, ^AXJO
1993-05-07,1688.5,1688.5,1688.5,1688.5,0,S&P ASX 200, ^AXJO
1993-05-10,1673.9000244140625,1673.9000244140625,1673.9000244140625,1673.9000244140625,0,S&P ASX 200, ^AXJO
1993-05-11,1689.5,1689.5,1689.5,1689.5,0,S&P ASX 200, ^AXJO
1993-05-12,1698.300048828125,1698.300048828125,1698.300048828125,1698.300048828125,0,S&P ASX 200, ^AXJO
1993-05-13,1696.199951171875,1696.199951171875,1696.199951171875,1696.199951171875,0,S&P ASX 200, ^AXJO
1993-05-14,1698.9000244140625,1698.9000244140625,1698.9000244140625,1698.9000244140625,0,S&P ASX 200, ^AXJO
1993-05-17,1686.199951171875,1686.199951171875,1686.199951171875,1686.199951171875,0,S&P ASX 200, ^AXJO
1993-05-18,1676.4000244140625,1676.4000244140625,1676.4000244140625,1676.4000244140625,0,S&P ASX 200, ^AXJO
1993-05-19,1680.199951171875,1680.199951171875,1680.199951171875,1680.199951171875,0,S&P ASX 200, ^AXJO
1993-05-20,1682.0999755859375,1682.0999755859375,1682.0999755859375,1682.0999755859375,0,S&P ASX 200, ^AXJO
1993-05-21,1695.0999755859375,1695.0999755859375,1695.0999755859375,1695.0999755859375,0,S&P ASX 200, ^AXJO
1993-05-24,1683.699951171875,1683.699951171875,1683.699951171875,1683.699951171875,0,S&P ASX 200, ^AXJO
1993-05-25,1698.199951171875,1698.199951171875,1698.199951171875,1698.199951171875,0,S&P ASX 200, ^AXJO
1993-05-26,1719.5,1719.5,1719.5,1719.5,0,S&P ASX 200, ^AXJO
1993-05-27,1753.4000244140625,1753.4000244140625,1753.4000244140625,1753.4000244140625,0,S&P ASX 200, ^AXJO
1993-05-28,1762.5,1762.5,1762.5,1762.5,0,S&P ASX 200, ^AXJO
1993-05-31,1737.4000244140625,1737.4000244140625,1737.4000244140625,1737.4000244140625,0,S&P ASX 200, ^AXJO
1993-06-01,1732.800048828125,1732.800048828125,1732.800048828125,1732.800048828125,0,S&P ASX 200, ^AXJO
1993-06-02,1742.5999755859375,1742.5999755859375,1742.5999755859375,1742.5999755859375,0,S&P ASX 200, ^AXJO
1993-06-03,1741.199951171875,1741.199951171875,1741.199951171875,1741.199951171875,0,S&P ASX 200, ^AXJO
1993-06-04,1739.800048828125,1739.800048828125,1739.800048828125,1739.800048828125,0,S&P ASX 200, ^AXJO
1993-06-07,1736.9000244140625,1736.9000244140625,1736.9000244140625,1736.9000244140625,0,S&P ASX 200, ^AXJO
1993-06-08,1721.9000244140625,1721.9000244140625,1721.9000244140625,1721.9000244140625,0,S&P ASX 200, ^AXJO
1993-06-09,1708.699951171875,1708.699951171875,1708.699951171875,1708.699951171875,0,S&P ASX 200, ^AXJO
