Date, Open, High, Low, Close
08/21/20, 2528.54, 2547.83, 2526.27, 2528.54
08/20/20, 2537.11, 2545.07, 2506.77, 2527.92
08/19/20, 2561.04, 2567.21, 2555.44, 2561.04
08/18/20, 2574.82, 2579.36, 2557.94, 2563.09
08/17/20, 2580.56, 2596.81, 2565.02, 2571.55
08/14/20, 2584.50, 2600.05, 2572.64, 2581.32
08/13/20, 2574.80, 2602.33, 2568.10, 2595.97
08/12/20, 2530.75, 2563.79, 2521.06, 2563.20
08/11/20, 2547.52, 2559.76, 2522.80, 2544.15
08/07/20, 2558.30, 2558.96, 2529.35, 2545.51
08/06/20, 2551.03, 2559.10, 2559.10, 2559.10
08/05/20, 2527.31, 2549.07, 2513.16, 2532.69
08/04/20, 2495.13, 2523.78, 2491.39, 2515.70
08/03/20, 2522.53, 2523.78, 2478.39, 2484.91
07/30/20, 2581.66, 2581.66, 2511.02, 2529.82
07/29/20, 2581.48, 2586.16, 2564.46, 2573.45
07/28/20, 2587.81, 2603.31, 2580.89, 2582.97
07/27/20, 2589.95, 2598.68, 2570.86, 2575.79
07/24/20, 2603.64, 2603.83, 2572.93, 2579.51
07/23/20, 2596.88, 2622.81, 2592.57, 2612.35
07/22/20, 2622.02, 2594.53, 2594.53, 2594.53
07/21/20, 2629.33, 2644.51, 2622.97, 2629.45
07/20/20, 2618.01, 2616.30, 2616.30, 2616.30
07/17/20, 2618.48, 2640.38, 2618.48, 2618.48
07/16/20, 2651.93, 2661.95, 2621.02, 2623.67
07/15/20, 2643.76, 2658.90, 2641.80, 2648.90
07/14/20, 2617.98, 2631.81, 2604.95, 2620.19
07/13/20, 2669.98, 2670.93, 2629.68, 2631.08
07/09/20, 2678.92, 2679.98, 2652.07, 2652.65
07/08/20, 2665.51, 2677.40, 2653.02, 2669.49
07/07/20, 2705.10, 2707.67, 2657.94, 2661.42
07/06/20, 2662.41, 2696.01, 2653.37, 2689.61
07/03/20, 2652.94, 2660.27, 2637.13, 2652.94
07/02/20, 2607.49, 2636.69, 2597.61, 2636.69
07/01/20, 2604.08, 2619.35, 2597.29, 2610.17
06/30/20, 2595.27, 2610.99, 2589.91, 2589.91
06/29/20, 2589.74, 2598.06, 2572.23, 2574.10
06/26/20, 2603.43, 2619.65, 2600.50, 2604.51
06/25/20, 2590.15, 2605.33, 2574.85, 2590.15
06/24/20, 2628.62, 2647.49, 2615.72, 2628.62
06/23/20, 2634.92, 2641.08, 2583.99, 2634.92
06/22/20, 2638.15, 2652.38, 2627.46, 2629.69
06/19/20, 2634.83, 2658.93, 2634.83, 2634.83
06/18/20, 2665.66, 2678.03, 2645.61, 2665.66
06/17/20, 2677.99, 2679.57, 2644.18, 2669.62
06/16/20, 2664.60, 2688.99, 2663.75, 2666.85
06/15/20, 2652.80, 2661.61, 2606.15, 2613.88
06/12/20, 2684.63, 2690.77, 2609.03, 2684.63
06/11/20, 2785.19, 2704.21, 2704.21, 2704.21
06/10/20, 2805.81, 2800.57, 2800.57, 2800.57
06/09/20, 2810.44, 2839.39, 2783.30, 2794.17
06/08/20, 2796.97, 2798.98, 2766.35, 2796.97
06/05/20, 2714.55, 2755.80, 2702.60, 2751.50
06/04/20, 2733.57, 2755.55, 2684.07, 2707.20
06/03/20, 2700.39, 2700.39, 2637.41, 2700.39
06/02/20, 2611.63, 2611.63, 2562.09, 2611.63
06/01/20, 2550.86, 2578.27, 2516.46, 2550.86
05/29/20, 2510.75, 2516.78, 2489.94, 2510.75
05/28/20, 2515.24, 2531.56, 2509.10, 2515.24
05/27/20, 2519.48, 2537.79, 2509.59, 2519.48
05/26/20, 2530.30, 2544.46, 2516.89, 2530.30
05/22/20, 2533.04, 2534.90, 2490.70, 2499.83
05/21/20, 2555.34, 2583.03, 2554.68, 2555.34
05/20/20, 2583.37, 2561.94, 2561.94, 2561.94
05/19/20, 2581.33, 2596.41, 2579.61, 2581.33
05/18/20, 2539.28, 2551.63, 2524.66, 2539.28
05/15/20, 2535.99, 2523.55, 2523.55, 2523.55
05/14/20, 2546.64, 2551.00, 2521.47, 2522.31
05/13/20, 2572.01, 2584.17, 2567.45, 2572.01
05/12/20, 2582.55, 2587.81, 2587.81, 2587.81
05/11/20, 2611.31, 2611.74, 2590.66, 2611.31
05/08/20, 2591.88, 2602.43, 2579.36, 2591.88
05/06/20, 2566.69, 2608.01, 2565.94, 2591.60
05/05/20, 2572.36, 2595.13, 2572.36, 2572.36
05/04/20, 2555.67, 2575.14, 2536.63, 2563.69
04/30/20, 2600.01, 2633.92, 2592.61, 2624.23
04/29/20, 2574.73, 2579.27, 2554.77, 2574.73
04/28/20, 2559.87, 2562.95, 2562.95, 2562.95
04/27/20, 2549.40, 2562.35, 2525.60, 2549.40
04/24/20, 2530.03, 2533.75, 2501.58, 2518.16
04/23/20, 2549.87, 2563.12, 2539.84, 2542.37
04/22/20, 2530.97, 2556.05, 2507.83, 2550.04
04/21/20, 2591.98, 2601.15, 2551.92, 2551.92
04/20/20, 2622.67, 2597.85, 2597.85, 2597.85
04/17/20, 2661.28, 2671.58, 2609.14, 2614.60
04/16/20, 2581.45, 2612.25, 2612.25, 2612.25
04/15/20, 2605.56, 2650.52, 2591.16, 2605.56
04/14/20, 2634.57, 2647.50, 2566.09, 2634.57
04/13/20, 2561.41, 2572.50, 2544.90, 2567.25
04/09/20, 2564.84, 2596.19, 2559.27, 2571.32
04/08/20, 2539.44, 2551.65, 2507.13, 2539.44
04/07/20, 2506.25, 2571.89, 2571.89, 2571.89
04/06/20, 2470.59, 2477.31, 2411.27, 2470.59
04/03/20, 2451.47, 2454.79, 2380.84, 2389.29
04/02/20, 2402.43, 2453.03, 2453.03, 2453.03
04/01/20, 2468.17, 2481.44, 2419.10, 2440.27
03/31/20, 2454.17, 2487.65, 2454.17, 2481.23
03/30/20, 2416.24, 2480.45, 2409.69, 2416.24
03/27/20, 2545.64, 2561.37, 2511.21, 2528.76
03/26/20, 2487.56, 2519.32, 2433.43, 2487.56
03/25/20, 2429.57, 2510.76, 2390.71, 2505.47
03/24/20, 2362.05, 2372.35, 2291.25, 2362.05
03/23/20, 2233.48, 2274.38, 2208.42, 2233.48
03/20/20, 2314.78, 2433.14, 2312.53, 2410.74
03/19/20, 2415.36, 2441.10, 2303.90, 2311.00
03/18/20, 2472.53, 2532.39, 2420.86, 2425.62
03/17/20, 2469.73, 2517.10, 2454.53, 2454.53
03/16/20, 2495.77, 2590.91, 2495.77, 2495.77
03/13/20, 2555.51, 2676.84, 2510.88, 2634.00
03/12/20, 2678.64, 2752.64, 2666.05, 2678.64
03/11/20, 2837.69, 2783.72, 2783.72, 2783.72
03/10/20, 2832.54, 2853.69, 2756.88, 2832.54
03/09/20, 2891.59, 2891.65, 2772.70, 2782.37
03/06/20, 2999.23, 3000.14, 2959.16, 2960.98
03/05/20, 3037.07, 3047.79, 3016.33, 3018.27
03/04/20, 3015.20, 3031.93, 3003.09, 3025.03
03/03/20, 3032.35, 3042.77, 3015.55, 3019.56
03/02/20, 2988.35, 3026.23, 2987.41, 3007.72
02/28/20, 3043.67, 3056.56, 3008.46, 3011.08
02/27/20, 3110.23, 3114.15, 3086.39, 3111.70
02/26/20, 3131.64, 3136.44, 3117.52, 3117.52
02/25/20, 3145.01, 3171.74, 3142.20, 3158.24
02/24/20, 3159.64, 3166.01, 3140.39, 3142.20
02/21/20, 3189.19, 3200.73, 3179.37, 3181.03
02/20/20, 3217.54, 3221.69, 3190.99, 3198.68
02/19/20, 3199.22, 3222.61, 3194.35, 3213.71
02/18/20, 3203.38, 3203.62, 3191.15, 3196.63
02/17/20, 3220.66, 3223.43, 3210.00, 3213.00
02/14/20, 3216.36, 3220.03, 3220.03, 3220.03
02/13/20, 3230.28, 3232.90, 3211.87, 3220.09
02/12/20, 3223.37, 3223.37, 3175.25, 3223.37
02/11/20, 3168.15, 3195.50, 3166.99, 3175.57
02/10/20, 3142.47, 3173.32, 3137.81, 3163.15
02/07/20, 3214.18, 3219.80, 3170.57, 3181.48
02/06/20, 3215.37, 3231.97, 3206.92, 3231.55
02/05/20, 3163.67, 3203.04, 3156.86, 3200.13
02/04/20, 3135.50, 3166.71, 3132.51, 3156.57
02/03/20, 3131.02, 3139.36, 3112.33, 3116.31
01/31/20, 3173.39, 3183.46, 3144.33, 3153.73
01/30/20, 3183.20, 3191.38, 3152.51, 3170.68
01/29/20, 3181.19, 3193.84, 3172.66, 3182.57
01/28/20, 3172.73, 3190.08, 3144.10, 3181.25
01/24/20, 3235.36, 3242.50, 3230.32, 3240.02
01/23/20, 3251.84, 3259.90, 3231.37, 3234.56
01/22/20, 3242.60, 3258.96, 3240.17, 3253.93
01/21/20, 3271.56, 3275.15, 3232.99, 3247.17
01/20/20, 3280.95, 3283.06, 3270.80, 3280.09
01/17/20, 3282.85, 3283.89, 3269.99, 3281.03
01/16/20, 3256.83, 3280.36, 3255.63, 3278.00
01/15/20, 3266.54, 3276.00, 3252.02, 3256.98
01/14/20, 3262.08, 3270.54, 3256.18, 3270.54
01/13/20, 3259.44, 3267.97, 3248.00, 3251.07
01/10/20, 3252.66, 3261.28, 3246.62, 3255.95
01/09/20, 3262.72, 3262.72, 3243.10, 3247.48
01/08/20, 3211.28, 3245.89, 3193.31, 3245.89
01/07/20, 3236.23, 3247.86, 3233.50, 3247.86
01/06/20, 3221.56, 3226.11, 3210.68, 3218.86
01/03/20, 3260.27, 3268.73, 3227.63, 3238.82
01/02/20, 3230.48, 3256.09, 3220.67, 3252.00
12/31/19, 3201.31, 3239.24, 3201.31, 3222.83
12/30/19, 3228.04, 3232.27, 3214.32, 3222.44
12/27/19, 3226.92, 3230.93, 3220.47, 3226.53
12/26/19, 3221.83, 3222.99, 3205.99, 3222.99
12/24/19, 3218.21, 3224.71, 3207.69, 3221.67
12/23/19, 3216.46, 3218.45, 3204.50, 3214.00
12/20/19, 3217.03, 3217.03, 3203.50, 3212.39
12/19/19, 3205.09, 3211.51, 3194.92, 3207.42
12/18/19, 3195.07, 3217.12, 3189.77, 3209.54
12/17/19, 3205.91, 3217.83, 3192.82, 3200.80
12/16/19, 3213.61, 3219.53, 3206.09, 3206.09
12/13/19, 3211.14, 3223.45, 3205.97, 3214.05
12/12/19, 3188.99, 3206.19, 3184.18, 3194.67
12/11/19, 3160.20, 3187.33, 3159.50, 3172.90
12/10/19, 3182.59, 3183.83, 3159.18, 3162.89
12/09/19, 3195.97, 3200.12, 3179.82, 3179.82
12/06/19, 3179.98, 3194.71, 3171.51, 3194.71
12/05/19, 3170.85, 3178.83, 3169.84, 3174.19
12/04/19, 3152.80, 3167.10, 3144.07, 3159.79
12/03/19, 3174.99, 3186.64, 3160.93, 3173.08
12/02/19, 3198.27, 3208.70, 3184.77, 3187.97
11/29/19, 3199.25, 3199.25, 3182.05, 3193.92
11/28/19, 3209.85, 3215.80, 3198.29, 3200.61
11/27/19, 3213.19, 3220.14, 3201.78, 3215.53
11/26/19, 3226.39, 3234.74, 3207.85, 3207.85
11/25/19, 3241.69, 3244.69, 3218.25, 3220.63
11/22/19, 3199.90, 3232.53, 3199.06, 3225.65
11/21/19, 3201.05, 3210.09, 3189.61, 3192.21
11/20/19, 3231.00, 3236.18, 3219.27, 3229.78
11/19/19, 3238.87, 3248.74, 3224.36, 3238.87
11/18/19, 3231.89, 3258.66, 3230.74, 3258.66
11/15/19, 3238.60, 3243.15, 3228.58, 3238.86
11/14/19, 3236.37, 3244.70, 3225.38, 3231.85
11/13/19, 3258.85, 3261.38, 3235.20, 3239.22
11/12/19, 3251.23, 3267.80, 3247.41, 3267.80
11/11/19, 3259.49, 3261.13, 3227.59, 3240.65
11/08/19, 3273.61, 3275.86, 3252.26, 3264.30
11/07/19, 3261.85, 3285.72, 3258.43, 3285.72
11/06/19, 3252.61, 3265.75, 3250.94, 3262.69
11/05/19, 3242.91, 3248.63, 3248.63, 3248.63
11/04/19, 3237.85, 3250.02, 3227.34, 3236.40
11/01/19, 3227.60, 3229.43, 3229.43, 3229.43
10/31/19, 3217.60, 3229.88, 3229.88, 3229.88
10/30/19, 3203.51, 3207.92, 3207.92, 3207.92
10/29/19, 3211.23, 3197.04, 3197.04, 3197.04
10/25/19, 3174.88, 3188.42, 3171.92, 3185.53
10/24/19, 3156.26, 3168.87, 3168.87, 3168.87
10/23/19, 3160.82, 3144.28, 3144.28, 3144.28
10/22/19, 3153.49, 3173.70, 3150.29, 3160.67
10/21/19, 3113.71, 3139.15, 3139.15, 3139.15
10/18/19, 3128.86, 3114.16, 3114.16, 3114.16
10/17/19, 3138.13, 3126.14, 3126.14, 3126.14
10/16/19, 3131.10, 3134.71, 3134.71, 3134.71
10/15/19, 3126.43, 3116.17, 3116.17, 3116.17
10/14/19, 3129.55, 3131.94, 3119.60, 3124.45
10/11/19, 3104.37, 3113.97, 3113.97, 3113.97
10/10/19, 3076.08, 3089.48, 3089.48, 3089.48
10/09/19, 3097.96, 3102.75, 3084.20, 3089.90
10/08/19, 3107.10, 3110.85, 3110.85, 3110.85
10/07/19, 3082.66, 3104.11, 3079.90, 3099.48
10/04/19, 3089.27, 3090.55, 3068.83, 3078.36
10/03/19, 3076.08, 3093.89, 3071.54, 3087.97
10/02/19, 3122.34, 3131.11, 3095.80, 3103.45
10/01/19, 3130.11, 3156.63, 3127.46, 3146.03
09/30/19, 3100.82, 3119.99, 3119.99, 3119.99
09/27/19, 3126.33, 3130.29, 3113.67, 3125.63
09/26/19, 3130.50, 3125.81, 3125.81, 3125.81
09/25/19, 3140.49, 3125.82, 3125.82, 3125.82
09/24/19, 3161.99, 3163.75, 3148.55, 3155.46
09/23/19, 3155.77, 3162.26, 3141.41, 3143.24
09/20/19, 3167.76, 3159.68, 3159.68, 3159.68
09/19/19, 3178.93, 3179.72, 3158.11, 3158.80
09/18/19, 3187.34, 3166.84, 3166.84, 3166.84
09/17/19, 3206.32, 3183.00, 3183.00, 3183.00
09/16/19, 3207.94, 3213.07, 3195.46, 3203.93
09/13/19, 3201.66, 3216.63, 3197.67, 3211.49
09/12/19, 3214.14, 3216.87, 3191.62, 3194.96
09/11/19, 3172.28, 3204.52, 3165.74, 3204.52
09/10/19, 3155.68, 3168.07, 3151.27, 3155.71
09/09/19, 3147.68, 3157.35, 3141.72, 3146.33
09/06/19, 3163.25, 3144.48, 3144.48, 3144.48
09/05/19, 3150.45, 3147.06, 3147.06, 3147.06
09/04/19, 3085.03, 3130.57, 3130.57, 3130.57
09/03/19, 3078.56, 3090.63, 3090.63, 3090.63
09/02/19, 3092.25, 3099.82, 3076.20, 3082.96
08/30/19, 3100.52, 3106.52, 3106.52, 3106.52
08/29/19, 3058.71, 3081.83, 3081.83, 3081.83
08/28/19, 3066.31, 3056.47, 3056.47, 3056.47
08/27/19, 3064.78, 3067.52, 3067.52, 3067.52
08/26/19, 3066.49, 3073.60, 3054.97, 3065.33
08/23/19, 3128.23, 3110.35, 3110.35, 3110.35
08/22/19, 3126.79, 3127.74, 3127.74, 3127.74
08/21/19, 3128.68, 3122.57, 3122.57, 3122.57
08/20/19, 3124.04, 3141.58, 3122.65, 3135.95
08/19/19, 3114.13, 3137.52, 3114.13, 3128.45
08/16/19, 3109.16, 3115.03, 3115.03, 3115.03
08/15/19, 3095.85, 3126.09, 3084.08, 3126.09
08/14/19, 3170.85, 3174.73, 3136.84, 3147.60
08/13/19, 3143.21, 3146.73, 3146.73, 3146.73
08/08/19, 3170.54, 3184.47, 3159.45, 3168.94
08/07/19, 3171.57, 3184.69, 3184.69, 3184.69
08/06/19, 3160.26, 3170.47, 3170.47, 3170.47
08/05/19, 3244.60, 3194.51, 3194.51, 3194.51
08/02/19, 3271.40, 3261.11, 3261.11, 3261.11
08/01/19, 3282.79, 3311.26, 3280.57, 3291.75
07/31/19, 3359.92, 3360.19, 3299.89, 3300.75
07/30/19, 3342.57, 3355.88, 3341.80, 3350.54
07/29/19, 3362.17, 3362.71, 3333.38, 3346.39
07/26/19, 3363.56, 3365.35, 3349.07, 3363.76
07/25/19, 3373.73, 3381.26, 3381.26, 3381.26
07/24/19, 3378.36, 3368.44, 3368.44, 3368.44
07/23/19, 3360.18, 3374.00, 3359.25, 3373.13
07/22/19, 3369.76, 3369.76, 3348.78, 3357.22
07/19/19, 3368.39, 3377.96, 3377.96, 3377.96
07/18/19, 3349.73, 3361.05, 3361.05, 3361.05
07/17/19, 3354.83, 3364.87, 3349.87, 3364.87
07/16/19, 3349.22, 3360.03, 3360.03, 3360.03
07/15/19, 3355.15, 3359.32, 3337.67, 3347.95
07/12/19, 3354.78, 3363.59, 3343.56, 3357.34
07/11/19, 3353.81, 3372.49, 3349.63, 3350.45
07/10/19, 3339.46, 3340.42, 3340.42, 3340.42
07/09/19, 3337.96, 3329.46, 3329.46, 3329.46
07/08/19, 3356.05, 3356.05, 3319.19, 3334.23
07/05/19, 3376.93, 3380.68, 3353.32, 3366.81
07/04/19, 3370.27, 3381.73, 3366.90, 3372.25
07/03/19, 3365.35, 3373.55, 3352.56, 3367.80
07/02/19, 3373.72, 3374.15, 3347.92, 3370.80
07/01/19, 3339.58, 3376.55, 3337.31, 3372.26
06/28/19, 3336.08, 3321.61, 3321.61, 3321.61
06/27/19, 3302.05, 3334.21, 3299.79, 3328.60
06/26/19, 3298.35, 3308.66, 3273.27, 3301.25
06/25/19, 3317.00, 3321.09, 3301.39, 3304.27
06/24/19, 3308.71, 3315.25, 3303.01, 3311.53
06/21/19, 3314.28, 3321.40, 3305.05, 3321.40
06/20/19, 3292.97, 3320.80, 3290.52, 3314.51
06/19/19, 3275.43, 3288.17, 3288.17, 3288.17
06/18/19, 3212.54, 3238.73, 3238.73, 3238.73
06/17/19, 3210.25, 3207.99, 3207.99, 3207.99
06/14/19, 3214.68, 3223.64, 3209.93, 3222.63
06/13/19, 3203.18, 3220.66, 3185.67, 3220.66
06/12/19, 3209.26, 3207.74, 3207.74, 3207.74
06/11/19, 3193.30, 3209.58, 3209.58, 3209.58
06/10/19, 3174.88, 3199.53, 3171.90, 3188.11
06/07/19, 3145.93, 3166.29, 3140.68, 3166.29
06/06/19, 3144.43, 3146.18, 3146.18, 3146.18
06/04/19, 3129.76, 3142.37, 3125.38, 3142.37
06/03/19, 3111.51, 3124.28, 3104.03, 3123.46
05/31/19, 3114.55, 3130.58, 3110.51, 3117.76
05/30/19, 3147.77, 3159.27, 3133.60, 3143.00
05/29/19, 3151.89, 3163.28, 3163.28, 3163.28
05/28/19, 3171.14, 3171.38, 3156.95, 3165.32
05/27/19, 3168.47, 3172.80, 3157.87, 3170.77
05/24/19, 3152.08, 3172.72, 3149.97, 3169.89
05/23/19, 3172.46, 3173.48, 3151.63, 3160.72
05/22/19, 3179.44, 3183.14, 3183.14, 3183.14
05/21/19, 3198.73, 3205.14, 3177.12, 3183.26
05/17/19, 3231.45, 3231.91, 3203.81, 3205.46
05/16/19, 3212.64, 3233.66, 3202.67, 3230.26
05/15/19, 3218.51, 3225.79, 3211.90, 3218.77
05/14/19, 3205.50, 3227.40, 3198.22, 3223.71
05/13/19, 3258.94, 3261.99, 3226.22, 3234.28
05/10/19, 3281.02, 3296.01, 3262.85, 3273.50
05/09/19, 3263.41, 3278.14, 3253.88, 3269.70
05/08/19, 3286.32, 3290.03, 3275.78, 3283.84
05/07/19, 3299.96, 3323.05, 3292.38, 3312.52
05/06/19, 3329.32, 3329.32, 3270.22, 3290.62
05/03/19, 3384.38, 3397.18, 3371.31, 3392.29
05/02/19, 3389.52, 3395.40, 3376.09, 3393.33
04/30/19, 3411.85, 3412.47, 3387.46, 3400.20
04/29/19, 3368.66, 3415.18, 3365.05, 3407.02
04/26/19, 3344.14, 3356.95, 3336.92, 3356.95
04/25/19, 3349.35, 3361.25, 3347.16, 3350.28
04/24/19, 3359.13, 3362.43, 3350.83, 3362.43
04/23/19, 3353.72, 3358.11, 3345.59, 3353.47
04/22/19, 3358.54, 3359.88, 3349.86, 3357.70
04/18/19, 3352.36, 3356.82, 3336.48, 3347.58
04/17/19, 3334.84, 3353.08, 3333.88, 3348.64
04/16/19, 3326.78, 3335.66, 3325.84, 3332.04
04/15/19, 3341.75, 3344.17, 3321.06, 3325.86
04/12/19, 3330.64, 3333.38, 3318.99, 3331.98
04/11/19, 3330.51, 3348.04, 3324.73, 3330.82
04/10/19, 3317.58, 3333.18, 3316.92, 3327.65
04/09/19, 3317.65, 3329.67, 3313.04, 3325.60
04/08/19, 3326.35, 3327.66, 3309.17, 3315.42
04/05/19, 3317.11, 3332.59, 3316.66, 3322.64
04/04/19, 3312.06, 3323.37, 3303.10, 3316.21
04/03/19, 3299.26, 3318.56, 3299.26, 3311.27
04/02/19, 3269.55, 3283.01, 3256.01, 3279.78
04/01/19, 3229.11, 3250.51, 3227.62, 3250.51
03/29/19, 3223.56, 3226.74, 3209.50, 3212.88
03/28/19, 3196.83, 3213.62, 3192.48, 3203.58
03/27/19, 3195.69, 3214.23, 3191.93, 3198.39
03/26/19, 3195.47, 3214.82, 3188.22, 3200.28
03/25/19, 3170.50, 3182.92, 3156.79, 3182.92
03/22/19, 3218.52, 3228.38, 3207.27, 3212.10
03/21/19, 3214.60, 3219.31, 3206.21, 3213.65
03/20/19, 3213.98, 3214.49, 3195.33, 3207.66
03/19/19, 3214.79, 3221.69, 3204.13, 3220.92
03/18/19, 3210.49, 3216.31, 3206.45, 3212.96
03/15/19, 3198.30, 3216.72, 3193.90, 3200.18
03/14/19, 3188.36, 3204.36, 3183.64, 3197.92
03/13/19, 3209.05, 3209.05, 3183.72, 3195.59
03/12/19, 3211.70, 3228.21, 3209.08, 3212.25
03/11/19, 3187.75, 3197.71, 3185.06, 3191.42
03/08/19, 3204.40, 3215.23, 3192.71, 3195.87
03/07/19, 3224.43, 3235.69, 3218.25, 3229.48
03/06/19, 3235.42, 3241.58, 3222.84, 3222.84
03/05/19, 3241.01, 3247.60, 3228.25, 3234.07
03/04/19, 3224.69, 3251.72, 3215.66, 3251.08
03/01/19, 3210.84, 3231.21, 3202.02, 3220.40
02/28/19, 3249.81, 3250.42, 3212.69, 3212.69
02/27/19, 3261.99, 3284.73, 3245.71, 3250.02
02/26/19, 3272.12, 3273.82, 3252.58, 3261.66
02/25/19, 3273.45, 3276.47, 3252.66, 3272.35
02/22/19, 3256.93, 3273.16, 3256.17, 3269.90
02/21/19, 3273.57, 3286.08, 3262.99, 3277.91
02/20/19, 3275.35, 3285.60, 3266.89, 3278.38
02/19/19, 3267.07, 3280.04, 3258.71, 3259.80
02/18/19, 3258.81, 3276.61, 3256.86, 3265.97
02/15/19, 3248.45, 3259.79, 3229.85, 3239.74
02/14/19, 3240.62, 3253.67, 3235.80, 3253.16
02/13/19, 3219.90, 3244.77, 3219.77, 3244.77
02/12/19, 3202.86, 3213.68, 3198.75, 3201.15
02/11/19, 3176.00, 3206.27, 3174.00, 3206.27
02/08/19, 3177.91, 3205.25, 3177.91, 3202.04
02/07/19, 3211.93, 3215.90, 3194.18, 3200.64
02/04/19, 3192.36, 3197.96, 3182.17, 3184.56
02/01/19, 3194.22, 3205.03, 3182.35, 3188.68
01/31/19, 3187.73, 3197.98, 3183.68, 3190.17
01/30/19, 3188.43, 3194.28, 3169.29, 3174.38
01/29/19, 3191.86, 3196.09, 3176.13, 3187.69
01/28/19, 3203.78, 3218.44, 3194.68, 3199.50
01/25/19, 3196.68, 3220.68, 3194.49, 3202.25
01/24/19, 3174.59, 3190.73, 3153.61, 3190.73
01/23/19, 3185.69, 3193.89, 3165.09, 3171.11
01/22/19, 3218.95, 3218.95, 3192.71, 3192.71
01/21/19, 3233.72, 3250.27, 3220.56, 3220.56
01/18/19, 3221.43, 3233.70, 3217.24, 3224.34
01/17/19, 3231.55, 3235.14, 3208.88, 3214.44
01/16/19, 3220.23, 3230.77, 3211.56, 3229.11
01/15/19, 3191.35, 3223.61, 3190.71, 3212.30
01/14/19, 3205.15, 3205.72, 3173.46, 3173.46
01/11/19, 3198.76, 3209.65, 3191.72, 3198.65
01/10/19, 3154.65, 3183.51, 3147.71, 3183.51
01/09/19, 3141.98, 3159.31, 3139.03, 3158.07
01/08/19, 3108.38, 3126.64, 3099.33, 3122.94
01/07/19, 3101.26, 3104.32, 3084.88, 3102.80
01/04/19, 2994.02, 3059.23, 2993.42, 3059.23
01/03/19, 3022.27, 3041.03, 3002.40, 3012.88
01/02/19, 3072.99, 3081.01, 3028.84, 3038.89
12/31/18, 3064.09, 3070.49, 3061.53, 3068.76
12/28/18, 3049.63, 3069.19, 3039.85, 3053.43
12/27/18, 3055.43, 3076.10, 3041.91, 3044.74
12/26/18, 3001.53, 3022.24, 3000.45, 3011.15
12/24/18, 3026.86, 3051.06, 3022.47, 3051.06
12/21/18, 3031.19, 3070.09, 3028.25, 3046.04
12/20/18, 3041.92, 3064.09, 3036.91, 3050.62
12/19/18, 3045.91, 3065.37, 3042.44, 3058.65
12/18/18, 3077.89, 3080.77, 3045.54, 3045.54
12/17/18, 3091.78, 3124.59, 3090.92, 3114.25
12/14/18, 3087.46, 3094.27, 3067.30, 3077.09
12/13/18, 3104.07, 3125.10, 3102.44, 3111.08
12/12/18, 3075.62, 3101.10, 3073.02, 3099.99
12/11/18, 3062.44, 3075.27, 3053.99, 3059.28
12/10/18, 3087.28, 3087.28, 3064.02, 3072.44
12/07/18, 3149.50, 3149.71, 3111.12, 3111.12
12/06/18, 3133.80, 3134.65, 3105.63, 3115.52
12/05/18, 3132.64, 3155.92, 3127.70, 3155.92
12/04/18, 3189.53, 3190.08, 3151.72, 3167.79
12/03/18, 3154.22, 3192.88, 3153.71, 3190.62
11/30/18, 3117.91, 3130.81, 3110.34, 3117.61
11/29/18, 3123.80, 3132.42, 3106.96, 3109.44
11/28/18, 3101.10, 3101.18, 3078.93, 3094.48
11/27/18, 3085.74, 3105.80, 3074.21, 3090.40
11/26/18, 3057.28, 3093.38, 3056.39, 3093.38
11/23/18, 3037.68, 3056.11, 3034.12, 3052.49
11/22/18, 3052.80, 3054.16, 3032.79, 3041.38
11/21/18, 3010.09, 3049.24, 3007.31, 3038.65
11/20/18, 3035.09, 3042.94, 3023.68, 3026.99
11/19/18, 3084.34, 3084.71, 3054.95, 3065.07
11/16/18, 3069.34, 3087.90, 3060.97, 3083.60
11/15/18, 3042.70, 3065.33, 3031.90, 3054.53
11/14/18, 3049.31, 3053.32, 3031.47, 3043.19
11/13/18, 3027.91, 3056.28, 3026.08, 3053.60
11/12/18, 3060.30, 3089.82, 3059.32, 3068.15
11/09/18, 3078.38, 3079.41, 3059.20, 3077.97
11/08/18, 3089.04, 3097.59, 3079.96, 3093.24
11/07/18, 3084.50, 3092.95, 3060.88, 3065.36
11/05/18, 3087.51, 3091.91, 3056.42, 3060.62
11/02/18, 3081.67, 3121.27, 3077.50, 3116.39
11/01/18, 3045.68, 3061.49, 3040.93, 3060.85
10/31/18, 2978.99, 3020.49, 2978.66, 3018.80
10/30/18, 2969.51, 2974.85, 2961.23, 2966.45
10/29/18, 2989.63, 3005.03, 2978.64, 2981.54
10/26/18, 3004.35, 3006.92, 2955.68, 2972.02
10/25/18, 2992.00, 3012.84, 2984.47, 3012.84
10/24/18, 3044.33, 3053.07, 3031.94, 3032.08
10/23/18, 3057.65, 3061.12, 3029.60, 3031.39
10/22/18, 3057.31, 3078.06, 3057.16, 3078.06
10/19/18, 3046.87, 3073.21, 3046.70, 3062.51
10/18/18, 3064.06, 3074.74, 3050.64, 3069.67
10/17/18, 3077.86, 3087.84, 3071.10, 3071.10
10/16/18, 3053.24, 3058.97, 3030.21, 3034.31
10/15/18, 3067.80, 3067.80, 3045.53, 3045.97
10/12/18, 3055.17, 3088.77, 3043.28, 3069.17
10/11/18, 3074.77, 3074.77, 3035.20, 3047.39
10/10/18, 3169.33, 3169.57, 3129.50, 3131.48
