Date, Open, High, Low, Close
09/03/20, 5074.64, 5131.39, 4982.34, 5009.52
09/02/20, 4969.62, 5062.01, 4959.64, 5031.74
09/01/20, 4974.42, 4993.56, 4892.83, 4938.10
08/31/20, 5041.34, 5067.55, 4942.18, 4947.22
08/28/20, 5031.31, 5031.53, 4970.64, 5002.94
08/27/20, 5052.26, 5052.26, 5005.46, 5015.97
08/26/20, 4991.63, 5050.10, 4977.94, 5048.43
08/25/20, 5023.06, 5073.61, 5008.27, 5008.27
08/24/20, 4948.71, 5013.70, 4948.71, 5007.89
08/21/20, 4927.61, 4939.25, 4839.08, 4896.33
08/20/20, 4914.69, 4937.95, 4888.15, 4911.24
08/19/20, 4934.79, 4977.23, 4917.53, 4977.23
08/18/20, 4951.98, 5001.29, 4924.15, 4938.06
08/17/20, 4972.59, 4995.55, 4937.72, 4971.94
08/14/20, 5018.95, 5018.95, 4921.58, 4962.93
08/13/20, 5055.42, 5079.02, 5037.55, 5042.38
08/12/20, 5017.73, 5096.53, 5010.80, 5073.31
08/11/20, 4952.41, 5052.12, 4949.05, 5027.99
08/10/20, 4905.27, 4937.63, 4878.58, 4909.51
08/07/20, 4873.10, 4896.21, 4843.90, 4889.52
08/06/20, 4919.41, 4951.86, 4860.98, 4885.13
08/05/20, 4916.96, 4954.60, 4907.41, 4933.34
08/04/20, 4905.66, 4920.80, 4856.65, 4889.52
08/03/20, 4797.06, 4899.52, 4763.60, 4875.93
07/31/20, 4866.24, 4902.90, 4783.69, 4783.69
07/30/20, 4952.08, 4952.38, 4801.02, 4852.94
07/29/20, 4948.48, 4978.50, 4945.58, 4958.74
07/28/20, 4930.10, 4950.01, 4893.63, 4928.94
07/27/20, 4944.30, 4957.77, 4923.19, 4939.62
07/24/20, 4973.73, 4982.12, 4925.41, 4956.43
07/23/20, 5064.72, 5083.97, 5019.21, 5033.76
07/22/20, 5098.48, 5099.29, 5028.48, 5037.12
07/21/20, 5129.78, 5172.98, 5097.42, 5104.28
07/20/20, 5058.48, 5100.79, 5015.11, 5093.18
07/17/20, 5088.00, 5091.13, 5045.07, 5069.42
07/16/20, 5076.52, 5105.12, 5048.32, 5085.28
07/15/20, 5045.92, 5145.33, 5039.19, 5108.98
07/14/20, 4990.48, 5007.46, 4941.73, 5007.46
07/13/20, 5026.20, 5060.43, 4980.12, 5056.23
07/10/20, 4891.61, 4974.37, 4882.50, 4970.48
07/09/20, 5006.52, 5014.85, 4911.56, 4921.01
07/08/20, 5004.82, 5040.52, 4969.83, 4981.13
07/07/20, 5054.04, 5056.52, 5009.03, 5043.73
07/06/20, 5112.50, 5121.72, 5059.07, 5081.51
07/03/20, 5056.67, 5062.51, 4982.24, 5007.14
07/02/20, 4963.13, 5072.71, 4956.66, 5049.38
07/01/20, 4939.80, 4963.37, 4851.37, 4926.94
06/30/20, 4958.94, 4967.35, 4901.96, 4935.99
06/29/20, 4887.23, 4977.63, 4867.33, 4945.46
06/26/20, 4965.72, 5014.83, 4908.15, 4909.64
06/25/20, 4860.16, 4941.96, 4795.05, 4918.58
06/24/20, 4985.63, 5004.04, 4871.36, 4871.36
06/23/20, 4972.88, 5046.31, 4962.60, 5017.68
06/22/20, 4928.01, 5006.40, 4902.06, 4948.70
06/19/20, 4997.53, 5040.47, 4979.45, 4979.45
06/18/20, 4978.30, 5017.18, 4908.60, 4958.75
06/17/20, 4952.57, 5026.84, 4952.57, 4995.97
06/16/20, 4922.79, 5006.79, 4887.56, 4952.46
06/15/20, 4716.98, 4841.53, 4691.81, 4815.72
06/12/20, 4774.11, 4940.79, 4759.17, 4839.26
06/11/20, 4925.95, 4956.30, 4815.60, 4815.60
06/10/20, 5119.86, 5152.45, 5043.57, 5053.42
06/09/20, 5187.09, 5203.42, 5053.21, 5095.11
06/08/20, 5159.30, 5213.67, 5137.20, 5175.52
06/05/20, 5060.92, 5199.65, 5060.92, 5197.79
06/04/20, 4994.18, 5052.75, 4966.82, 5011.98
06/03/20, 4911.45, 5026.45, 4909.99, 5022.38
06/02/20, 4799.88, 4880.15, 4795.28, 4858.97
06/01/20, 4776.72, 4782.03, 4721.63, 4762.78
05/29/20, 4733.98, 4768.85, 4695.36, 4695.44
05/28/20, 4718.11, 4784.09, 4701.52, 4771.39
05/27/20, 4621.77, 4711.99, 4614.41, 4688.74
05/26/20, 4588.30, 4619.84, 4573.89, 4606.24
05/25/20, 4482.54, 4539.91, 4451.56, 4539.91
05/22/20, 4381.82, 4475.35, 4368.80, 4444.56
05/21/20, 4443.92, 4498.08, 4429.27, 4445.45
05/20/20, 4434.62, 4499.79, 4396.20, 4496.98
05/19/20, 4536.07, 4536.07, 4421.11, 4458.16
05/18/20, 4361.03, 4508.95, 4354.73, 4498.34
05/15/20, 4314.97, 4335.77, 4255.19, 4277.63
05/14/20, 4294.01, 4313.26, 4194.58, 4273.13
05/13/20, 4420.50, 4422.74, 4336.56, 4344.95
05/12/20, 4473.43, 4499.39, 4453.65, 4472.50
05/11/20, 4561.19, 4569.76, 4460.24, 4490.22
05/08/20, 4538.09, 4560.19, 4519.59, 4549.64
05/07/20, 4456.44, 4503.94, 4440.98, 4501.44
05/06/20, 4484.16, 4484.16, 4425.78, 4433.38
05/05/20, 4455.74, 4492.52, 4419.95, 4483.13
05/04/20, 4413.14, 4427.74, 4362.13, 4378.23
04/30/20, 4693.28, 4719.74, 4554.91, 4572.18
04/29/20, 4566.29, 4678.93, 4552.81, 4671.11
04/28/20, 4507.42, 4601.94, 4493.51, 4569.79
04/27/20, 4479.86, 4505.26, 4448.05, 4505.26
04/24/20, 4387.03, 4448.73, 4366.09, 4393.32
04/23/20, 4450.19, 4495.90, 4395.75, 4451.00
04/22/20, 4382.20, 4417.57, 4361.44, 4411.80
04/21/20, 4467.49, 4477.31, 4357.46, 4357.46
04/20/20, 4531.34, 4531.34, 4426.24, 4528.30
04/17/20, 4470.92, 4550.78, 4464.09, 4499.01
04/16/20, 4402.38, 4418.65, 4318.90, 4350.16
04/15/20, 4511.87, 4525.50, 4335.59, 4353.72
04/14/20, 4553.55, 4577.84, 4497.56, 4523.91
04/09/20, 4512.30, 4543.69, 4409.04, 4506.85
04/08/20, 4397.36, 4442.75, 4333.09, 4442.75
04/07/20, 4489.40, 4527.60, 4379.27, 4438.27
04/06/20, 4298.50, 4353.21, 4268.52, 4346.14
04/03/20, 4204.81, 4214.59, 4142.28, 4154.58
04/02/20, 4243.84, 4265.56, 4143.16, 4220.96
04/01/20, 4259.94, 4266.69, 4186.45, 4207.24
03/31/20, 4437.78, 4468.52, 4309.72, 4396.12
03/30/20, 4362.09, 4379.15, 4216.41, 4378.51
03/27/20, 4433.95, 4471.37, 4288.66, 4351.49
03/26/20, 4332.79, 4543.58, 4296.06, 4543.58
03/25/20, 4339.71, 4453.01, 4221.32, 4432.30
03/24/20, 4087.61, 4242.70, 4038.06, 4242.70
03/23/20, 3869.01, 4097.82, 3851.17, 3914.31
03/20/20, 4066.79, 4109.11, 3984.30, 4048.80
03/19/20, 3833.99, 3909.15, 3691.08, 3855.50
03/18/20, 3905.53, 3908.72, 3726.45, 3754.84
03/17/20, 4041.33, 4042.46, 3759.00, 3991.78
03/16/20, 3886.82, 3962.01, 3632.06, 3881.46
03/13/20, 4234.37, 4438.51, 4055.19, 4118.36
03/12/20, 4374.67, 4404.26, 4025.89, 4044.26
03/11/20, 4716.22, 4766.00, 4603.05, 4610.25
03/10/20, 4770.62, 4924.84, 4615.16, 4636.61
03/09/20, 4845.27, 4863.34, 4691.20, 4707.91
03/06/20, 5253.82, 5284.08, 5117.57, 5139.11
03/05/20, 5490.52, 5494.16, 5329.24, 5361.10
03/04/20, 5400.43, 5493.25, 5357.35, 5464.89
03/03/20, 5408.15, 5509.28, 5371.66, 5393.17
03/02/20, 5416.02, 5430.05, 5197.57, 5333.52
02/28/20, 5310.82, 5376.05, 5229.56, 5309.90
02/27/20, 5571.72, 5613.72, 5421.31, 5495.60
02/26/20, 5646.14, 5707.31, 5526.14, 5684.55
02/25/20, 5825.37, 5828.46, 5670.71, 5679.68
02/24/20, 5875.86, 5884.86, 5765.17, 5791.87
02/21/20, 6035.03, 6067.29, 5995.14, 6029.72
02/20/20, 6105.17, 6110.95, 6062.30, 6062.30
02/19/20, 6086.11, 6111.41, 6072.66, 6111.24
02/18/20, 6042.38, 6079.50, 6039.94, 6056.82
02/17/20, 6079.53, 6088.60, 6064.92, 6085.95
02/14/20, 6096.07, 6096.07, 6067.14, 6069.35
02/13/20, 6076.92, 6098.26, 6028.28, 6093.14
02/12/20, 6064.25, 6104.73, 6062.97, 6104.73
02/11/20, 6047.96, 6060.97, 6032.79, 6054.76
02/10/20, 6008.48, 6018.31, 5993.91, 6015.67
02/07/20, 6027.54, 6044.97, 5999.95, 6029.75
02/06/20, 6045.04, 6050.94, 6008.55, 6038.18
02/05/20, 5919.06, 6004.33, 5912.49, 5985.40
02/04/20, 5863.36, 5935.05, 5862.82, 5935.05
02/03/20, 5822.04, 5857.40, 5804.14, 5832.51
01/31/20, 5891.71, 5894.69, 5799.04, 5806.34
01/30/20, 5886.02, 5904.08, 5846.45, 5871.77
01/29/20, 5921.97, 5969.73, 5916.23, 5954.89
01/28/20, 5886.81, 5933.72, 5857.23, 5925.82
01/27/20, 5924.06, 5942.83, 5851.00, 5863.02
01/24/20, 6019.60, 6064.55, 6016.77, 6024.26
01/23/20, 5992.47, 6024.32, 5961.87, 5971.79
01/22/20, 6053.85, 6069.26, 6005.77, 6010.98
01/21/20, 6034.24, 6045.99, 5994.17, 6045.99
01/20/20, 6092.97, 6094.09, 6071.17, 6078.54
01/17/20, 6066.29, 6109.81, 6066.29, 6100.72
01/16/20, 6039.62, 6058.97, 6021.03, 6039.03
01/15/20, 6042.72, 6053.01, 6011.28, 6032.61
01/14/20, 6037.45, 6046.12, 5980.05, 6040.89
01/13/20, 6040.91, 6058.69, 6018.33, 6036.14
01/10/20, 6056.74, 6057.83, 6028.29, 6037.11
01/09/20, 6066.75, 6071.66, 6034.15, 6042.55
01/08/20, 5986.81, 6031.00, 5972.77, 6031.00
01/07/20, 6033.22, 6065.74, 6000.00, 6012.35
01/06/20, 6001.21, 6017.97, 5955.25, 6013.59
01/03/20, 6007.96, 6044.16, 5994.59, 6044.16
01/02/20, 6016.61, 6062.92, 6011.21, 6041.50
12/31/19, 5970.59, 5987.22, 5958.25, 5978.06
12/30/19, 6028.96, 6037.70, 5982.22, 5982.22
12/27/19, 6039.95, 6065.00, 6027.72, 6037.39
12/24/19, 6027.19, 6033.99, 6025.62, 6029.55
12/23/19, 6013.56, 6035.95, 6005.96, 6029.37
12/20/19, 5979.53, 6024.17, 5966.88, 6021.53
12/19/19, 5963.87, 5972.28, 5942.88, 5972.28
12/18/19, 5971.40, 5983.02, 5959.60, 5959.60
12/17/19, 5989.48, 5989.48, 5955.36, 5968.26
12/16/19, 5946.65, 6003.38, 5942.30, 5991.66
12/13/19, 5968.86, 5972.17, 5907.22, 5919.02
12/12/19, 5871.20, 5915.65, 5845.00, 5884.26
12/11/19, 5844.02, 5865.88, 5825.42, 5860.88
12/10/19, 5833.48, 5851.11, 5776.67, 5848.03
12/09/19, 5865.73, 5870.79, 5836.14, 5837.25
12/06/19, 5815.75, 5871.91, 5811.29, 5871.91
12/05/19, 5808.26, 5849.78, 5801.46, 5801.55
12/04/19, 5725.97, 5812.71, 5725.97, 5799.68
12/03/19, 5787.14, 5800.93, 5697.06, 5727.22
12/02/19, 5910.12, 5947.68, 5781.03, 5786.74
11/29/19, 5895.89, 5929.79, 5885.66, 5905.17
11/28/19, 5909.95, 5919.13, 5900.21, 5912.72
11/27/19, 5943.45, 5947.30, 5921.92, 5926.84
11/26/19, 5927.41, 5941.51, 5909.93, 5929.62
11/25/19, 5917.84, 5933.75, 5908.29, 5924.86
11/22/19, 5885.61, 5930.46, 5885.61, 5893.13
11/21/19, 5860.55, 5895.57, 5834.26, 5881.21
11/20/19, 5880.69, 5902.95, 5859.58, 5894.03
11/19/19, 5936.99, 5966.79, 5895.91, 5909.05
11/18/19, 5939.64, 5942.47, 5900.35, 5929.79
11/15/19, 5933.07, 5947.62, 5907.95, 5939.27
11/14/19, 5902.40, 5916.90, 5894.07, 5901.08
11/13/19, 5908.16, 5917.57, 5874.06, 5907.09
11/12/19, 5904.27, 5931.19, 5897.30, 5919.75
11/11/19, 5873.74, 5906.33, 5871.71, 5893.82
11/08/19, 5867.42, 5889.70, 5861.61, 5889.70
11/07/19, 5888.84, 5894.87, 5871.18, 5890.99
11/06/19, 5847.61, 5876.27, 5838.40, 5866.74
11/05/19, 5825.60, 5850.01, 5818.94, 5846.89
11/04/19, 5788.36, 5833.69, 5784.85, 5824.30
11/01/19, 5749.48, 5778.29, 5739.70, 5761.89
10/31/19, 5770.26, 5778.24, 5718.63, 5729.86
10/30/19, 5749.69, 5765.87, 5720.27, 5765.87
10/29/19, 5728.10, 5742.08, 5715.26, 5740.14
10/28/19, 5720.73, 5747.10, 5711.10, 5730.57
10/25/19, 5694.90, 5722.64, 5671.82, 5722.15
10/24/19, 5678.26, 5691.50, 5659.95, 5684.33
10/23/19, 5617.30, 5657.65, 5616.02, 5653.44
10/22/19, 5644.98, 5658.65, 5612.86, 5657.69
10/21/19, 5633.04, 5664.58, 5625.10, 5648.35
10/18/19, 5653.08, 5667.59, 5621.87, 5636.25
10/17/19, 5679.92, 5737.15, 5673.07, 5673.07
10/16/19, 5703.39, 5708.91, 5677.96, 5696.90
10/15/19, 5676.74, 5724.31, 5659.69, 5702.05
10/14/19, 5646.33, 5649.67, 5600.11, 5643.08
10/11/19, 5576.95, 5667.40, 5574.26, 5665.48
10/10/19, 5520.98, 5581.07, 5487.17, 5569.05
10/09/19, 5458.16, 5515.64, 5447.01, 5499.14
10/08/19, 5526.01, 5531.29, 5451.72, 5456.62
10/07/19, 5476.77, 5524.19, 5461.59, 5521.61
10/04/19, 5456.83, 5488.32, 5426.00, 5488.32
10/03/19, 5432.01, 5472.62, 5393.49, 5438.77
10/02/19, 5587.14, 5589.20, 5422.77, 5422.77
10/01/19, 5696.20, 5704.93, 5594.93, 5597.63
09/30/19, 5636.15, 5678.20, 5624.94, 5677.79
09/27/19, 5627.44, 5645.36, 5621.58, 5640.58
09/26/19, 5573.63, 5632.15, 5572.41, 5620.57
09/25/19, 5598.50, 5600.76, 5531.62, 5583.80
09/24/19, 5644.46, 5648.46, 5625.24, 5628.33
09/23/19, 5679.31, 5683.93, 5619.29, 5630.76
09/20/19, 5655.37, 5696.25, 5647.53, 5690.78
09/19/19, 5617.70, 5662.86, 5616.91, 5659.08
09/18/19, 5609.92, 5634.79, 5601.65, 5620.65
09/17/19, 5602.96, 5619.45, 5587.74, 5615.51
09/16/19, 5626.61, 5632.74, 5602.23, 5602.23
09/13/19, 5649.23, 5672.07, 5638.17, 5655.46
09/12/19, 5633.95, 5667.46, 5596.37, 5642.86
09/11/19, 5606.43, 5626.05, 5606.43, 5618.06
09/10/19, 5586.88, 5596.94, 5555.51, 5593.21
09/09/19, 5606.36, 5611.59, 5579.93, 5588.95
09/06/19, 5592.07, 5610.70, 5581.54, 5603.99
09/05/19, 5569.59, 5605.88, 5559.82, 5593.37
09/04/19, 5518.92, 5537.10, 5508.50, 5532.07
09/03/19, 5484.36, 5484.54, 5441.18, 5466.07
09/02/19, 5483.43, 5502.58, 5479.82, 5493.04
08/30/19, 5451.60, 5504.01, 5446.58, 5480.48
08/29/19, 5359.00, 5452.90, 5354.55, 5449.97
08/28/19, 5372.08, 5375.04, 5322.99, 5368.80
08/27/19, 5349.85, 5399.18, 5321.88, 5387.09
08/26/19, 5310.16, 5377.02, 5300.99, 5351.02
08/23/19, 5413.41, 5421.28, 5326.87, 5326.87
08/22/19, 5414.81, 5439.64, 5378.25, 5388.25
08/21/19, 5360.03, 5441.35, 5360.03, 5435.48
08/20/19, 5363.59, 5391.23, 5328.94, 5344.64
08/19/19, 5333.13, 5378.74, 5325.72, 5371.56
08/16/19, 5254.62, 5306.07, 5249.33, 5300.79
08/15/19, 5274.90, 5278.07, 5170.77, 5236.93
08/14/19, 5367.54, 5367.54, 5233.86, 5251.30
08/13/19, 5292.94, 5402.99, 5268.47, 5363.07
08/12/19, 5362.39, 5386.46, 5293.76, 5310.31
08/09/19, 5368.84, 5374.90, 5317.91, 5327.92
08/08/19, 5333.18, 5387.96, 5305.86, 5387.96
08/07/19, 5252.73, 5312.31, 5226.39, 5266.51
08/06/19, 5245.52, 5297.45, 5234.65, 5234.65
08/05/19, 5296.08, 5315.60, 5230.46, 5241.55
08/02/19, 5427.55, 5455.13, 5350.76, 5359.00
08/01/19, 5500.91, 5563.65, 5499.88, 5557.41
07/31/19, 5511.51, 5538.59, 5503.13, 5518.90
07/30/19, 5610.73, 5611.00, 5496.77, 5511.07
07/29/19, 5598.65, 5624.34, 5590.82, 5601.10
07/26/19, 5572.72, 5614.25, 5568.83, 5610.05
07/25/19, 5646.73, 5672.77, 5549.66, 5578.05
07/24/19, 5617.86, 5627.08, 5583.14, 5605.87
07/23/19, 5590.60, 5638.66, 5580.52, 5618.16
07/22/19, 5550.30, 5575.74, 5545.61, 5567.02
07/19/19, 5580.99, 5598.00, 5534.25, 5552.34
07/18/19, 5538.03, 5585.81, 5533.47, 5550.55
07/17/19, 5602.25, 5621.21, 5567.85, 5571.71
07/16/19, 5574.18, 5626.79, 5573.36, 5614.38
07/15/19, 5581.11, 5606.48, 5550.86, 5578.21
07/12/19, 5559.16, 5587.84, 5552.58, 5572.86
07/11/19, 5589.68, 5592.30, 5548.95, 5551.95
07/10/19, 5562.44, 5606.18, 5557.66, 5567.59
07/09/19, 5578.34, 5582.77, 5544.62, 5572.10
07/08/19, 5580.26, 5598.97, 5572.77, 5589.19
07/05/19, 5613.92, 5616.63, 5573.35, 5593.72
07/04/19, 5622.80, 5629.79, 5613.03, 5620.73
07/03/19, 5579.24, 5618.81, 5579.04, 5618.81
07/02/19, 5578.38, 5582.91, 5556.76, 5576.82
07/01/19, 5584.13, 5611.28, 5567.91, 5567.91
06/28/19, 5491.17, 5545.06, 5486.28, 5538.97
06/27/19, 5508.38, 5511.22, 5465.62, 5493.61
06/26/19, 5504.67, 5531.45, 5497.22, 5500.72
06/25/19, 5499.82, 5523.57, 5499.65, 5514.57
06/24/19, 5534.35, 5547.11, 5514.14, 5521.71
06/21/19, 5534.43, 5582.24, 5518.39, 5528.33
06/20/19, 5551.03, 5564.13, 5535.57, 5535.57
06/19/19, 5513.32, 5521.81, 5496.54, 5518.45
06/18/19, 5386.38, 5516.06, 5376.12, 5509.73
06/17/19, 5370.76, 5408.75, 5368.07, 5390.95
06/14/19, 5367.10, 5369.38, 5342.15, 5367.62
06/13/19, 5361.60, 5392.51, 5353.11, 5375.63
06/12/19, 5379.15, 5394.85, 5358.81, 5374.92
06/11/19, 5382.88, 5431.54, 5381.31, 5408.45
06/10/19, 5382.29, 5397.35, 5369.82, 5382.50
06/07/19, 5299.71, 5389.95, 5299.71, 5364.05
06/06/19, 5293.72, 5332.69, 5264.62, 5278.43
06/05/19, 5271.26, 5306.83, 5265.60, 5292.00
06/04/19, 5204.22, 5278.91, 5191.61, 5268.26
06/03/19, 5171.61, 5241.46, 5152.30, 5241.46
05/31/19, 5198.76, 5208.07, 5160.91, 5207.63
05/30/19, 5241.95, 5258.05, 5229.74, 5248.91
05/29/19, 5249.27, 5252.52, 5203.81, 5222.12
05/28/19, 5343.30, 5351.09, 5300.80, 5312.69
05/27/19, 5341.39, 5364.22, 5323.17, 5336.19
05/24/19, 5307.80, 5337.66, 5302.52, 5316.51
05/23/19, 5335.12, 5340.38, 5272.78, 5281.37
05/22/19, 5381.69, 5399.72, 5345.28, 5378.98
05/21/19, 5373.01, 5394.91, 5350.13, 5385.46
05/20/19, 5425.30, 5438.60, 5333.31, 5358.59
05/17/19, 5428.17, 5450.65, 5401.66, 5438.23
05/16/19, 5365.37, 5448.11, 5346.54, 5448.11
05/15/19, 5348.34, 5374.26, 5297.30, 5374.26
05/14/19, 5292.08, 5341.35, 5288.92, 5341.35
05/13/19, 5332.30, 5334.06, 5247.66, 5262.57
05/10/19, 5353.50, 5372.25, 5312.01, 5327.44
05/09/19, 5358.10, 5363.77, 5307.06, 5313.16
05/08/19, 5388.72, 5426.32, 5378.18, 5417.59
05/07/19, 5478.55, 5490.33, 5387.99, 5395.75
05/06/19, 5450.83, 5489.54, 5422.59, 5483.52
05/03/19, 5537.46, 5563.12, 5535.58, 5548.84
05/02/19, 5568.20, 5573.16, 5537.99, 5538.86
04/30/19, 5570.43, 5586.41, 5553.10, 5586.41
04/29/19, 5567.09, 5593.60, 5547.12, 5580.98
04/26/19, 5570.07, 5575.25, 5546.82, 5569.36
04/25/19, 5569.21, 5571.86, 5538.30, 5557.67
04/24/19, 5581.16, 5597.60, 5557.21, 5576.06
04/23/19, 5577.52, 5596.21, 5564.94, 5591.69
04/18/19, 5548.66, 5601.38, 5527.94, 5580.38
04/17/19, 5528.01, 5569.28, 5522.61, 5563.09
04/16/19, 5510.72, 5532.31, 5503.35, 5528.67
04/15/19, 5501.51, 5518.37, 5497.53, 5508.73
04/12/19, 5478.95, 5510.99, 5474.36, 5502.70
04/11/19, 5474.33, 5498.89, 5446.20, 5485.72
04/10/19, 5442.68, 5461.34, 5440.32, 5449.88
04/09/19, 5453.00, 5491.85, 5436.42, 5436.42
04/08/19, 5471.74, 5486.63, 5462.38, 5471.78
04/05/19, 5469.34, 5486.00, 5464.85, 5476.20
04/04/19, 5460.83, 5474.41, 5448.40, 5463.80
04/03/19, 5458.02, 5473.92, 5451.44, 5468.91
04/02/19, 5409.68, 5433.51, 5403.44, 5423.47
04/01/19, 5394.50, 5414.53, 5376.18, 5405.53
03/29/19, 5334.56, 5356.07, 5315.11, 5350.53
03/28/19, 5299.03, 5327.73, 5291.64, 5296.54
03/27/19, 5312.70, 5340.05, 5279.65, 5301.24
03/26/19, 5271.14, 5315.29, 5257.79, 5307.38
03/25/19, 5211.76, 5276.74, 5211.76, 5260.64
03/22/19, 5394.46, 5398.47, 5264.13, 5269.92
03/21/19, 5378.41, 5393.33, 5349.00, 5378.85
03/20/19, 5417.21, 5429.44, 5382.66, 5382.66
03/19/19, 5406.23, 5443.10, 5403.58, 5425.90
03/18/19, 5403.54, 5416.49, 5401.47, 5412.83
03/15/19, 5352.88, 5421.51, 5351.88, 5405.32
03/14/19, 5308.75, 5358.41, 5308.75, 5349.78
03/13/19, 5263.01, 5309.77, 5261.89, 5306.38
03/12/19, 5290.94, 5294.83, 5245.76, 5270.25
03/11/19, 5253.49, 5268.59, 5230.16, 5265.96
03/08/19, 5233.97, 5252.35, 5221.03, 5231.22
03/07/19, 5282.14, 5306.09, 5249.32, 5267.92
03/06/19, 5288.40, 5314.97, 5281.95, 5288.81
03/05/19, 5288.55, 5297.99, 5267.57, 5297.52
03/04/19, 5291.13, 5310.64, 5283.35, 5286.57
03/01/19, 5267.14, 5286.69, 5262.47, 5265.19
02/28/19, 5204.77, 5247.55, 5204.77, 5240.53
02/27/19, 5218.12, 5236.83, 5211.54, 5225.35
02/26/19, 5212.86, 5248.50, 5197.29, 5238.72
02/25/19, 5228.25, 5242.22, 5219.39, 5231.85
02/22/19, 5190.94, 5226.80, 5190.28, 5215.85
02/21/19, 5200.12, 5206.38, 5180.62, 5196.11
02/20/19, 5168.59, 5202.90, 5159.06, 5195.95
02/19/19, 5162.31, 5176.41, 5137.17, 5160.52
02/18/19, 5149.06, 5170.96, 5147.81, 5168.54
02/15/19, 5061.54, 5164.58, 5059.50, 5153.19
02/14/19, 5117.79, 5117.79, 5062.52, 5062.52
02/13/19, 5071.54, 5092.19, 5061.60, 5074.27
02/12/19, 5052.33, 5073.79, 5039.99, 5056.35
02/11/19, 4988.09, 5023.29, 4986.30, 5014.47
02/08/19, 4980.81, 5005.64, 4946.14, 4961.64
02/07/19, 5075.75, 5083.89, 4985.56, 4985.56
02/06/19, 5060.65, 5083.81, 5058.04, 5079.05
02/05/19, 5009.83, 5083.34, 4997.53, 5083.34
02/04/19, 5014.31, 5019.40, 4970.70, 5000.19
02/01/19, 5004.65, 5023.37, 4980.50, 5019.26
01/31/19, 4993.09, 5016.28, 4955.50, 4992.72
01/30/19, 4943.68, 4974.76, 4942.64, 4974.76
01/29/19, 4889.34, 4949.45, 4879.66, 4928.18
01/28/19, 4903.95, 4912.10, 4878.62, 4888.58
01/25/19, 4895.59, 4931.80, 4890.90, 4925.82
01/24/19, 4839.59, 4883.90, 4832.40, 4871.96
01/23/19, 4831.92, 4875.41, 4820.14, 4840.38
01/22/19, 4841.18, 4863.30, 4824.06, 4847.53
01/21/19, 4865.79, 4872.62, 4859.76, 4867.78
01/18/19, 4825.97, 4881.57, 4824.26, 4875.93
01/17/19, 4782.63, 4801.67, 4772.64, 4794.37
01/16/19, 4811.59, 4816.49, 4784.79, 4810.74
01/15/19, 4799.58, 4816.73, 4754.69, 4786.17
01/14/19, 4740.31, 4773.15, 4730.55, 4762.75
01/11/19, 4814.66, 4821.28, 4760.84, 4781.34
01/10/19, 4788.76, 4805.66, 4759.76, 4805.66
01/09/19, 4811.18, 4843.48, 4801.83, 4813.58
01/08/19, 4722.16, 4810.27, 4719.23, 4773.27
01/07/19, 4757.01, 4760.27, 4690.22, 4719.17
01/04/19, 4649.63, 4750.51, 4636.79, 4737.12
01/03/19, 4641.80, 4671.28, 4607.68, 4611.49
01/02/19, 4642.18, 4699.98, 4606.20, 4689.39
12/31/18, 4708.74, 4731.49, 4696.12, 4730.69
12/28/18, 4641.05, 4700.49, 4623.97, 4678.74
12/27/18, 4689.20, 4692.43, 4555.99, 4598.61
12/24/18, 4650.42, 4664.20, 4622.03, 4626.39
12/21/18, 4672.77, 4696.18, 4628.24, 4694.38
12/20/18, 4709.75, 4719.61, 4685.61, 4692.46
12/19/18, 4766.73, 4794.01, 4761.63, 4777.45
12/18/18, 4773.19, 4804.98, 4754.08, 4754.08
12/17/18, 4840.12, 4847.50, 4788.88, 4799.87
12/14/18, 4853.12, 4873.16, 4822.89, 4853.70
12/13/18, 4926.86, 4935.48, 4890.44, 4896.92
12/12/18, 4834.24, 4924.66, 4829.12, 4909.45
12/11/18, 4781.94, 4853.92, 4770.07, 4806.20
12/10/18, 4797.92, 4809.98, 4732.02, 4742.38
12/07/18, 4813.62, 4877.13, 4812.38, 4813.13
12/06/18, 4898.35, 4898.35, 4760.98, 4780.46
12/05/18, 4963.18, 4976.63, 4941.45, 4944.37
12/04/18, 5036.95, 5043.26, 5012.48, 5012.66
12/03/18, 5112.58, 5115.13, 5043.20, 5053.98
11/30/18, 5016.45, 5016.86, 4974.99, 5003.92
11/29/18, 5026.66, 5036.81, 4995.95, 5006.25
11/28/18, 4998.14, 5007.47, 4977.93, 4983.24
11/27/18, 4992.53, 5013.69, 4958.71, 4983.15
11/26/18, 4982.54, 5023.78, 4973.71, 4994.98
11/23/18, 4939.79, 4968.50, 4913.72, 4946.95
11/22/18, 4958.89, 4961.35, 4923.80, 4938.14
11/21/18, 4949.72, 4978.92, 4930.25, 4975.50
11/20/18, 4962.85, 4967.98, 4894.30, 4924.89
11/19/18, 5040.68, 5062.75, 4979.98, 4985.45
11/16/18, 5068.64, 5081.00, 4986.19, 5025.20
11/15/18, 5097.09, 5106.56, 4993.48, 5033.62
11/14/18, 5062.44, 5131.04, 5026.22, 5068.85
11/13/18, 5077.57, 5106.77, 5054.90, 5101.85
11/12/18, 5130.38, 5140.45, 5058.49, 5059.09
11/09/18, 5103.43, 5112.57, 5072.21, 5106.75
11/08/18, 5147.19, 5168.11, 5120.14, 5131.45
11/07/18, 5100.08, 5150.64, 5098.90, 5137.94
11/06/18, 5110.80, 5110.80, 5066.39, 5075.19
